,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts
2279,"ב""מלחמת",28.0,2.0,0.0,0.0,30.0
2280,"ו""באטמן",6.0,0.0,0.0,0.0,6.0
2281,"למפכ""ל",9.0,1.0,0.0,0.0,10.0
2282,"שבע""פ",7.0,0.0,0.0,0.0,7.0
2283,"ע""ר",12.0,0.0,0.0,0.0,12.0
2284,"החת""ס",8.0,0.0,0.0,0.0,8.0
2285,"הנ""ד",14.0,0.0,0.0,0.0,14.0
2286,"תרמ""ט",36.0,0.0,0.0,0.0,36.0
2287,"נדל""ן",119.0,6.0,0.0,0.0,125.0
2288,"נאס""א",538.0,1.0,0.0,0.0,539.0
2289,"לחל""ת",3.0,4.0,1.0,0.0,8.0
2290,"ב""עיר",9.0,1.0,0.0,0.0,10.0
2291,"המהר""ל",213.0,0.0,0.0,0.0,213.0
2292,"ק""ט",12.0,0.0,0.0,0.0,12.0
2293,"ל""בתי",7.0,0.0,0.0,0.0,7.0
2294,"מו""פ",16.0,2.0,0.0,0.0,18.0
2295,"ה""סטאר",8.0,0.0,0.0,0.0,8.0
2296,"ב""מחנה",9.0,2.0,0.0,0.0,11.0
