base_acronym,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts,n_united
"קהנ""ר","['הקהנ""ר']",6.0,0.0,0.0,0.0,6.0,1
"קו""ף","['קו""ף']",6.0,0.0,0.0,0.0,6.0,1
"קוט""ש","['לקוט""ש', 'קוט""ש']",11.0,1.0,0.0,0.0,12.0,2
"קופ""ח","['קופ""ח']",7.0,0.0,0.0,0.0,7.0,1
"קחצ""ר","['הקחצ""ר', 'קחצ""ר']",9.0,0.0,0.0,0.0,9.0,2
"קי""א","['קי""א']",7.0,0.0,0.0,0.0,7.0,1
"קי""ב","['קי""ב']",5.0,0.0,0.0,0.0,5.0,1
"קי""ז","['קי""ז']",5.0,0.0,0.0,0.0,5.0,1
"קי""ח","['קי""ח']",8.0,0.0,0.0,0.0,8.0,1
"קי""ט","['קי""ט']",7.0,0.0,0.0,0.0,7.0,1
"קכ""א","['קכ""א']",4.0,0.0,0.0,0.0,4.0,1
"קכ""ב","['קכ""ב']",8.0,0.0,0.0,0.0,8.0,1
"קכ""ו","['קכ""ו']",7.0,0.0,0.0,0.0,7.0,1
"קל""ד","['קל""ד']",8.0,0.0,0.0,0.0,8.0,1
"קל""ה","['קל""ה']",4.0,0.0,0.0,0.0,4.0,1
"קל""ז","['קל""ז']",14.0,1.0,0.0,0.0,15.0,1
"קל""ח","['קל""ח']",9.0,0.0,0.0,0.0,9.0,1
"קל""ר","['מקל""ר']",6.0,0.0,0.0,0.0,6.0,1
"קמ""א","['קמ""א']",10.0,0.0,0.0,0.0,10.0,1
"קמ""ג","['קמ""ג', 'הקמ""ג', 'בקמ""ג']",28.0,0.0,0.0,0.0,28.0,3
"קמ""ד","['קמ""ד']",4.0,0.0,0.0,0.0,4.0,1
"קמ""ט","['קמ""ט']",7.0,0.0,0.0,0.0,7.0,1
"קמ""ן","['הקמ""ן', 'קמ""ן']",11.0,0.0,0.0,0.0,11.0,2
"קמ""ק","['קמ""ק']",4.0,0.0,0.0,0.0,4.0,1
"קמ""ר","['קמ""ר']",1148.0,12.0,0.0,0.0,1160.0,1
"קמ""ש","['קמ""ש']",436.0,5.0,0.0,0.0,441.0,1
"קמב""ץ","['קמב""ץ']",11.0,0.0,0.0,0.0,11.0,1
"קמצ""ר","['הקמצ""ר']",4.0,0.0,0.0,0.0,4.0,1
"קנ""א","['קנ""א']",45.0,0.0,0.0,0.0,45.0,1
"קס""ג","['קס""ג']",5.0,0.0,0.0,0.0,5.0,1
"קע""ם","['קע""ם']",13.0,0.0,0.0,0.0,13.0,1
"קע""מ","['קע""מ']",12.0,0.0,0.0,0.0,12.0,1
"קצ""ב","['קצ""ב']",5.0,0.0,0.0,0.0,5.0,1
"קצא""א","['קצא""א']",20.0,5.0,0.0,0.0,25.0,1
"קק""ל","['וקק""ל', 'קק""ל', 'בקק""ל', 'הקק""ל', 'לקק""ל']",258.0,1.0,0.0,0.0,259.0,5
"קרפ""ח","['קרפ""ח']",5.0,0.0,0.0,0.0,5.0,1
"קרפ""ר","['הקרפ""ר', 'קרפ""ר']",10.0,0.0,0.0,0.0,10.0,2
"קש""ת","['קש""ת']",5.0,0.0,0.0,0.0,5.0,1
"קת""מ","['הקת""מ']",4.0,0.0,0.0,0.0,4.0,1
"ר""ג","['ר""ג']",16.0,0.0,0.0,0.0,16.0,1
"ר""ד","['ר""ד']",12.0,0.0,0.0,0.0,12.0,1
"ר""ה","['ר""ה']",5.0,0.0,0.0,0.0,5.0,1
"ר""ח","['ר""ח', 'בר""ח']",11.0,0.0,0.0,0.0,11.0,2
"ר""י","['ר""י']",38.0,0.0,0.0,0.0,38.0,1
"ר""ל","['ר""ל']",4.0,0.0,0.0,0.0,4.0,1
"ר""מ","['ור""מ', 'ר""מ', 'כר""מ', 'לר""מ']",232.0,0.0,0.0,0.0,232.0,4
"ר""מים","['הר""מים', 'כר""מים', 'לר""מים']",28.0,0.0,0.0,0.0,28.0,3
"ר""ן","['והר""ן', 'ר""ן', 'הר""ן']",54.0,0.0,0.0,0.0,54.0,3
"ר""ס","['ר""ס']",4.0,0.0,0.0,0.0,4.0,1
"ר""צ","['ר""צ']",10.0,0.0,0.0,0.0,10.0,1
"ר""ש","['ר""ש', 'והר""ש']",19.0,0.0,0.0,0.0,19.0,2
"ר""ת","['בר""ת', 'ר""ת']",65.0,0.0,0.0,0.0,65.0,2
"רא""ל","['רא""ל']",25.0,17.0,0.0,0.0,42.0,1
"רא""ם","['רא""ם', 'הרא""ם']",55.0,0.0,0.0,0.0,55.0,2
"רא""ש","['והרא""ש', 'רא""ש', 'הרא""ש']",166.0,0.0,0.0,0.0,166.0,3
"ראב""ד","['לראב""ד', 'כראב""ד', 'ראב""ד', 'הראב""ד']",111.0,0.0,0.0,0.0,111.0,4
"ראב""ן","['הראב""ן']",11.0,0.0,0.0,0.0,11.0,1
"ראב""ע","['לראב""ע', 'הראב""ע', 'ראב""ע']",42.0,0.0,0.0,0.0,42.0,3
"ראבי""ה","['ראבי""ה', 'הראבי""ה']",10.0,0.0,0.0,0.0,10.0,2
"ראי""ה","['ראי""ה', 'לראי""ה']",13.0,0.0,0.0,0.0,13.0,2
"ראמ""ה","['ראמ""ה']",5.0,0.0,0.0,0.0,5.0,1
"רב""ט","['רב""ט']",30.0,1.0,0.0,0.0,31.0,1
"רב""ש","['הרב""ש']",4.0,0.0,0.0,0.0,4.0,1
"רבצ""ר","['הרבצ""ר']",7.0,0.0,0.0,0.0,7.0,1
"רגמ""ה","['רגמ""ה']",7.0,0.0,0.0,0.0,7.0,1
"רד""צ","['רד""צ']",55.0,0.0,0.0,0.0,55.0,1
"רד""ק","['ורד""ק', 'רד""ק', 'הרד""ק']",99.0,0.0,0.0,0.0,99.0,3
"רדב""ז","['הרדב""ז']",25.0,0.0,0.0,0.0,25.0,1
"רה""ג","['הרה""ג']",4.0,0.0,0.0,0.0,4.0,1
"רה""מ","['רה""מ']",21.0,1.0,0.0,0.0,22.0,1
"רו""ח","['רו""ח']",9.0,0.0,0.0,0.0,9.0,1
"רוב""צ","['רוב""צ']",6.0,0.0,0.0,0.0,6.0,1
"רוה""מ","['רוה""מ']",5.0,0.0,2.0,0.0,7.0,1
"רוס""ר","['רוס""ר']",6.0,0.0,0.0,0.0,6.0,1
"רז""א","['הרז""א']",5.0,0.0,0.0,0.0,5.0,1
"רז""ה","['רז""ה', 'הרז""ה']",18.0,0.0,0.0,0.0,18.0,2
"רח""ד","['רח""ד']",8.0,0.0,0.0,0.0,8.0,1
"רח""ל","['רח""ל']",2.0,28.0,0.0,0.0,30.0,1
"רח""ק","['רח""ק']",20.0,0.0,0.0,0.0,20.0,1
"רחב""ע","['רחב""ע']",5.0,0.0,0.0,0.0,5.0,1
"רי""ב","['רי""ב']",40.0,0.0,0.0,0.0,40.0,1
"רי""ד","['רי""ד']",5.0,0.0,0.0,0.0,5.0,1
"רי""ז","['רי""ז']",6.0,0.0,0.0,0.0,6.0,1
"רי""ל","['ברי""ל', 'הרי""ל']",14.0,0.0,0.0,0.0,14.0,2
"רי""ם","['הרי""ם']",34.0,0.0,0.0,0.0,34.0,1
"רי""מ","['הרי""מ']",11.0,0.0,0.0,0.0,11.0,1
"רי""ף","['והרי""ף', 'רי""ף', 'ברי""ף', 'לרי""ף', 'הרי""ף']",121.0,0.0,0.0,0.0,121.0,5
"רי""ש","['הרי""ש', 'רי""ש']",27.0,0.0,0.0,0.0,27.0,2
"ריב""ג","['ריב""ג']",6.0,0.0,0.0,0.0,6.0,1
"ריב""ז","['ריב""ז']",11.0,0.0,0.0,0.0,11.0,1
"ריב""ם","['ריב""ם']",5.0,0.0,0.0,0.0,5.0,1
"ריב""ן","['ריב""ן']",5.0,0.0,0.0,0.0,5.0,1
"ריב""ש","['הריב""ש']",14.0,0.0,0.0,0.0,14.0,1
"רידב""ז","['רידב""ז', 'הרידב""ז']",20.0,0.0,0.0,0.0,20.0,2
"ריה""ל","['ריה""ל']",59.0,0.0,0.0,0.0,59.0,1
"ריטב""א","['הריטב""א']",17.0,0.0,0.0,0.0,17.0,1
"ריצב""א","['הריצב""א']",4.0,0.0,0.0,0.0,4.0,1
"ריק""ם","['ריק""ם']",19.0,0.0,0.0,0.0,19.0,1
"רל""א","['רל""א']",4.0,0.0,0.0,0.0,4.0,1
"רל""ג","['רל""ג']",5.0,0.0,0.0,0.0,5.0,1
"רל""ה","['רל""ה']",5.0,0.0,0.0,0.0,5.0,1
"רלב""ג","['רלב""ג', 'לרלב""ג', 'הרלב""ג']",84.0,0.0,0.0,0.0,84.0,3
"רלב""ח","['הרלב""ח']",4.0,0.0,0.0,0.0,4.0,1
"רמ""א","['ברמ""א', 'שהרמ""א', 'לרמ""א', 'רמ""א', 'הרמ""א', 'והרמ""א']",171.0,4.0,0.0,0.0,175.0,6
"רמ""ד","['רמ""ד']",7.0,0.0,0.0,0.0,7.0,1
"רמ""ה","['הרמ""ה']",7.0,0.0,0.0,0.0,7.0,1
"רמ""ח","['רמ""ח']",27.0,0.0,0.0,0.0,27.0,1
"רמ""ט","['רמ""ט']",6.0,0.0,0.0,0.0,6.0,1
"רמ""מ","['רמ""מ']",4.0,0.0,0.0,0.0,4.0,1
"רמ""ק","['רמ""ק', 'הרמ""ק']",30.0,0.0,0.0,0.0,30.0,2
"רמב""י","['רמב""י']",6.0,0.0,0.0,0.0,6.0,1
"רמב""ם","['רמב""ם', 'לרמב""ם', 'כרמב""ם', 'ורמב""ם', 'שהרמב""ם', 'הרמב""ם', 'ברמב""ם']",1679.0,0.0,0.0,0.0,1679.0,7
"רמב""ן","['שהרמב""ן', 'והרמב""ן', 'ברמב""ן', 'לרמב""ן', 'רמב""ן', 'הרמב""ן', 'ורמב""ן']",484.0,0.0,0.0,0.0,484.0,7
"רמב""ע","['רמב""ע']",23.0,0.0,0.0,0.0,23.0,1
"רמבי""ש","['רמבי""ש']",10.0,0.0,0.0,0.0,10.0,1
"רמח""ל","['רמח""ל', 'והרמח""ל', 'הרמח""ל', 'לרמח""ל']",191.0,0.0,0.0,0.0,191.0,4
"רמטכ""ל","['כרמטכ""ל', 'והרמטכ""ל', 'רמטכ""ל', 'שהרמטכ""ל', 'ברמטכ""ל', 'לרמטכ""ל', 'מהרמטכ""ל', 'הרמטכ""ל']",1129.0,258.0,2.0,0.0,1389.0,8
"רמטכ""לים","['הרמטכ""לים', 'רמטכ""לים']",21.0,4.0,0.0,0.0,25.0,2
"רנ""א","['רנ""א', 'הרנ""א']",31.0,0.0,0.0,0.0,31.0,2
"רנ""ב","['רנ""ב']",11.0,0.0,0.0,0.0,11.0,1
"רנ""ג","['רנ""ג']",12.0,0.0,0.0,0.0,12.0,1
"רנ""ז","['רנ""ז']",5.0,0.0,0.0,0.0,5.0,1
"רנ""ק","['רנ""ק']",7.0,0.0,0.0,0.0,7.0,1
"רס""ב","['רס""ב']",9.0,0.0,0.0,0.0,9.0,1
"רס""ג","['לרס""ג', 'רס""ג', 'הרס""ג', 'ורס""ג']",252.0,0.0,0.0,0.0,252.0,4
"רס""ל","['רס""ל']",20.0,0.0,0.0,0.0,20.0,1
"רס""ם","['רס""ם']",6.0,0.0,0.0,0.0,6.0,1
"רס""ן","['ורס""ן', 'רס""ן']",150.0,7.0,0.0,0.0,157.0,2
"רס""ר","['רס""ר', 'הרס""ר']",33.0,0.0,1.0,0.0,34.0,2
"רסא""א","['רסא""א']",0.0,4.0,0.0,0.0,4.0,1
"רע""א","['רע""א']",4.0,0.0,0.0,0.0,4.0,1
"רע""ב","['רע""ב', 'הרע""ב']",15.0,0.0,0.0,0.0,15.0,2
"רע""ם","['הרע""ם', 'ורע""ם', 'רע""ם']",69.0,9.0,0.0,0.0,78.0,3
"רע""מ","['רע""מ', 'ורע""מ']",33.0,17.0,0.0,0.0,50.0,2
"רפ""ג","['רפ""ג']",6.0,0.0,0.0,0.0,6.0,1
"רפ""ד","['רפ""ד']",5.0,0.0,0.0,0.0,5.0,1
"רפ""י","['ורפ""י', 'לרפ""י', 'ברפ""י', 'רפ""י']",171.0,0.0,0.0,0.0,171.0,4
"רפא""ל","['רפא""ל']",37.0,1.0,0.0,0.0,38.0,1
"רצי""ה","['הרצי""ה']",118.0,0.0,0.0,0.0,118.0,1
"רק""ח","['רק""ח']",40.0,0.0,0.0,0.0,40.0,1
"רק""ם","['רק""ם', 'והרק""ם', 'הרק""ם', 'ורק""ם', 'לרק""ם']",79.0,9.0,0.0,0.0,88.0,5
"רק""מ","['הרק""מ', 'ורק""מ', 'רק""מ']",37.0,1.0,0.0,0.0,38.0,3
"ררנ""ט","['ררנ""ט']",4.0,0.0,0.0,0.0,4.0,1
"רש""י","['מרש""י', 'שרש""י', 'רש""י', 'ורש""י', 'ברש""י', 'לרש""י']",859.0,0.0,0.0,0.0,859.0,6
"רש""ל","['מרש""ל', 'רש""ל']",15.0,0.0,0.0,0.0,15.0,2
"רש""פ","['ברש""פ']",1.0,3.0,0.0,0.0,4.0,1
"רש""ק","['רש""ק']",25.0,6.0,0.0,0.0,31.0,1
"רש""ר","['הרש""ר', 'רש""ר']",58.0,0.0,0.0,0.0,58.0,2
"רש""ש","['הרש""ש', 'והרש""ש']",27.0,0.0,0.0,0.0,27.0,2
"רשב""א","['רשב""א', 'והרשב""א', 'לרשב""א']",16.0,0.0,0.0,0.0,16.0,3
"רשב""ח","['רשב""ח']",4.0,0.0,0.0,0.0,4.0,1
"רשב""י","['רשב""י', 'הרשב""י', 'לרשב""י']",120.0,0.0,0.0,0.0,120.0,3
"רשב""ם","['רשב""ם', 'לרשב""ם', 'ורשב""ם', 'הרשב""ם']",102.0,0.0,0.0,0.0,102.0,4
"רשב""ץ","['הרשב""ץ']",19.0,0.0,0.0,0.0,19.0,1
"רשו""ת","['רשו""ת']",8.0,0.0,0.0,0.0,8.0,1
"ש""א","['ש""א']",6.0,0.0,0.0,0.0,6.0,1
"ש""ב","['לש""ב', 'הש""ב']",16.0,0.0,0.0,0.0,16.0,2
"ש""ג","['ש""ג', 'הש""ג']",13.0,0.0,1.0,0.0,14.0,2
"ש""ה","['ש""ה']",13.0,0.0,0.0,0.0,13.0,1
"ש""ז","['ש""ז']",16.0,0.0,0.0,0.0,16.0,1
"ש""ח","['ש""ח']",549.0,71.0,0.0,0.0,620.0,1
"ש""י","['ש""י', 'הש""י', 'בש""י', 'לש""י']",302.0,1.0,0.0,0.0,303.0,4
"ש""ך","['ש""ך', 'הש""ך']",35.0,0.0,0.0,0.0,35.0,2
"ש""ל","['ש""ל']",6.0,0.0,0.0,0.0,6.0,1
"ש""מ","['ש""מ']",15.0,0.0,0.0,0.0,15.0,1
"ש""ס","['הש""ס', 'לש""ס', 'מש""ס', 'וש""ס', 'ש""ס', 'בש""ס']",529.0,4.0,0.0,0.0,533.0,6
"ש""ץ","['הש""ץ', 'ש""ץ']",91.0,0.0,0.0,0.0,91.0,2
"ש""צ","['הש""צ', 'ש""צ']",22.0,0.0,0.0,0.0,22.0,2
"שאונר""א","['שאונר""א']",1.0,4.0,0.0,0.0,5.0,1
"שאש""ף","['שאש""ף']",6.0,0.0,0.0,0.0,6.0,1
"שאש""פ","['שאש""פ']",0.0,5.0,0.0,0.0,5.0,1
"שב""חים","['שב""חים', 'השב""חים']",3.0,16.0,0.0,0.0,19.0,2
"שב""כ","['השב""כ', 'בשב""כ', 'לשב""כ', 'מהשב""כ', 'שב""כ', 'והשב""כ', 'ולשב""כ', 'ושב""כ', 'שהשב""כ']",716.0,81.0,12.0,0.0,809.0,9
"שב""ס","['השב""ס', 'בשב""ס', 'שב""ס']",44.0,2.0,0.0,0.0,46.0,3
"שב""ק","['שב""ק']",7.0,0.0,0.0,0.0,7.0,1
"שג""ר","['שג""ר']",58.0,0.0,0.0,0.0,58.0,1
"שד""ל","['שד""ל']",37.0,0.0,0.0,0.0,37.0,1
"שד""ר","['השד""ר', 'שד""ר']",20.0,1.0,0.0,0.0,21.0,2
"שד""רים","['שד""רים']",5.0,0.0,0.0,0.0,5.0,1
"שה""ם","['שה""ם']",7.0,0.0,0.0,0.0,7.0,1
"שה""מ","['שה""מ']",4.0,0.0,0.0,0.0,4.0,1
"שו""ב","['והשו""ב', 'שו""ב']",20.0,0.0,0.0,0.0,20.0,2
"שו""ם","['שו""ם']",7.0,0.0,0.0,0.0,7.0,1
"שו""ע","['שו""ע', 'השו""ע', 'בשו""ע', 'ושו""ע']",30.0,0.0,0.0,0.0,30.0,4
"שו""ת","['ושו""ת', 'שו""ת', 'השו""ת', 'בשו""ת', 'לשו""ת']",433.0,0.0,0.0,0.0,433.0,5
"שו""תים","['שו""תים']",9.0,0.0,0.0,0.0,9.0,1
"שז""ר","['שז""ר']",28.0,0.0,0.0,0.0,28.0,1
"שח""ל","['שח""ל']",9.0,0.0,0.0,0.0,9.0,1
"שח""ם","['שח""ם', 'השח""ם']",24.0,0.0,0.0,0.0,24.0,2
"שח""מ","['שח""מ']",3.0,2.0,0.0,0.0,5.0,1
"שח""ר","['ושח""ר', 'שח""ר']",17.0,0.0,0.0,0.0,17.0,2
"שט""ו","['שט""ו']",8.0,0.0,0.0,0.0,8.0,1
"שי""ח","['שי""ח']",8.0,0.0,0.0,0.0,8.0,1
"שי""ן","['שי""ן', 'השי""ן', 'בשי""ן']",34.0,0.0,0.0,0.0,34.0,3
"שי""ר","['שי""ר']",15.0,0.0,0.0,0.0,15.0,1
"שכ""ץ","['שכ""ץ']",5.0,0.0,0.0,0.0,5.0,1
"שכב""ג","['שכב""ג']",4.0,0.0,0.0,0.0,4.0,1
"שכפ""ץ","['השכפ""ץ']",4.0,0.0,0.0,0.0,4.0,1
"שכפ""צ","['שכפ""צ']",4.0,0.0,0.0,0.0,4.0,1
"של""ג","['של""ג']",18.0,0.0,0.0,0.0,18.0,1
"של""ה","['של""ה', 'השל""ה', 'והשל""ה']",70.0,0.0,0.0,0.0,70.0,3
"של""ח","['של""ח']",27.0,0.0,0.0,0.0,27.0,1
"של""י","['של""י']",22.0,0.0,0.0,0.0,22.0,1
"של""ת","['של""ת', 'בשל""ת', 'השל""ת']",17.0,0.0,0.0,0.0,17.0,3
"שליט""א","['שליט""א']",16.0,0.0,0.0,0.0,16.0,1
"שלצה""ל","['שלצה""ל']",1.0,5.0,0.0,0.0,6.0,1
"שמ""א","['שמ""א']",9.0,0.0,0.0,0.0,9.0,1
"שמ""ב","['שמ""ב']",5.0,0.0,0.0,0.0,5.0,1
"שמ""ה","['שמ""ה']",4.0,0.0,0.0,0.0,4.0,1
"שמ""ט","['שמ""ט']",7.0,0.0,0.0,0.0,7.0,1
"שמ""ר","['שמ""ר']",8.0,0.0,0.0,0.0,8.0,1
"שמפ""ם","['שמפ""ם']",4.0,0.0,0.0,0.0,4.0,1
"שנאט""ו","['שנאט""ו']",3.0,2.0,0.0,0.0,5.0,1
"שס""ה","['שס""ה']",8.0,0.0,0.0,0.0,8.0,1
"שסה""כ","['שסה""כ']",4.0,0.0,0.0,0.0,4.0,1
"שפ""ו","['שפ""ו']",8.0,0.0,0.0,0.0,8.0,1
"שפ""י","['שפ""י']",5.0,0.0,0.0,0.0,5.0,1
"שפד""ן","['בשפד""ן', 'השפד""ן']",21.0,0.0,0.0,0.0,21.0,2
"שפיפ""א","['שפיפ""א']",5.0,0.0,0.0,0.0,5.0,1
"שק""ד","['שק""ד']",4.0,0.0,0.0,0.0,4.0,1
"שרמב""ן","['שרמב""ן']",10.0,0.0,0.0,0.0,10.0,1
"שש""ז","['שש""ז', 'ושש""ז', 'לשש""ז']",288.0,0.0,0.0,0.0,288.0,3
"שת""פ","['בשת""פ', 'לשת""פ', 'שת""פ']",12.0,6.0,0.0,0.0,18.0,3
"ת""א","['ות""א', 'לת""א', 'בת""א', 'ת""א', 'מת""א']",256.0,3.0,0.0,0.0,259.0,5
"ת""ו","['ת""ו']",12.0,0.0,0.0,0.0,12.0,1
"ת""ח","['ת""ח']",45.0,0.0,0.0,0.0,45.0,1
"ת""ט","['ות""ט', 'ת""ט']",40.0,0.0,0.0,0.0,40.0,2
"ת""י","['ת""י']",25.0,1.0,0.0,0.0,26.0,1
"ת""כ","['ת""כ']",5.0,0.0,0.0,0.0,5.0,1
"ת""ל","['בת""ל', 'ת""ל']",10.0,0.0,0.0,0.0,10.0,2
"ת""נ","['ת""נ']",4.0,0.0,0.0,0.0,4.0,1
"ת""ס","['ת""ס']",21.0,0.0,0.0,0.0,21.0,1
"ת""ע","['ת""ע']",6.0,0.0,0.0,0.0,6.0,1
"ת""פ","['ת""פ']",16.0,0.0,0.0,0.0,16.0,1
"ת""ץ","['ת""ץ']",4.0,0.0,0.0,0.0,4.0,1
"ת""ק","['ת""ק']",11.0,0.0,0.0,0.0,11.0,1
"ת""ר","['ת""ר']",20.0,0.0,0.0,0.0,20.0,1
"ת""ש","['ת""ש']",78.0,0.0,0.0,1.0,79.0,1
"ת""ת","['ת""ת']",13.0,0.0,0.0,0.0,13.0,1
"תא""ל","['ותא""ל', 'לתא""ל', 'תָאָ""ל', 'תא""ל']",167.0,30.0,0.0,0.0,197.0,4
"תאג""ד","['תאג""ד']",4.0,0.0,0.0,0.0,4.0,1
"תאר""ן","['תאר""ן']",4.0,0.0,0.0,0.0,4.0,1
"תב""ע","['תב""ע']",11.0,0.0,0.0,0.0,11.0,1
"תה""ל","['תה""ל']",8.0,0.0,0.0,0.0,8.0,1
"תהיל""ה","['תהיל""ה']",7.0,0.0,0.0,0.0,7.0,1
"תהל""ה","['תהל""ה']",4.0,0.0,0.0,0.0,4.0,1
"תו""ל","['בתו""ל', 'תו""ל']",11.0,0.0,0.0,0.0,11.0,2
"תוה""ד","['תוה""ד']",4.0,2.0,0.0,0.0,6.0,1
"תול""רים","['תול""רים']",6.0,0.0,0.0,0.0,6.0,1
"תומ""ת","['תומ""ת', 'התומ""ת']",36.0,0.0,0.0,0.0,36.0,2
"תומ""תים","['התומ""תים', 'תומ""תים']",24.0,0.0,0.0,0.0,24.0,2
"תושב""ע","['תושב""ע']",8.0,0.0,0.0,0.0,8.0,1
"תי""א","['תי""א']",4.0,0.0,0.0,0.0,4.0,1
"תי""ו","['תי""ו']",6.0,0.0,0.0,0.0,6.0,1
"תכ""ו","['תכ""ו']",8.0,0.0,0.0,0.0,8.0,1
"תל""ג","['התל""ג', 'מהתל""ג', 'לתל""ג', 'תל""ג', 'בתל""ג', 'והתל""ג']",111.0,11.0,0.0,0.0,122.0,6
"תל""ז","['תל""ז']",7.0,0.0,0.0,0.0,7.0,1
"תל""י","['תל""י']",33.0,0.0,0.0,0.0,33.0,1
"תל""ם","['תל""ם']",26.0,0.0,0.0,0.0,26.0,1
"תמ""א","['תמ""א']",28.0,1.0,0.0,0.0,29.0,1
"תמ""ג","['שהתמ""ג', 'מהתמ""ג', 'לתמ""ג', 'והתמ""ג', 'בתמ""ג', 'התמ""ג', 'תמ""ג']",337.0,63.0,0.0,0.0,400.0,7
"תמ""ט","['תמ""ט']",5.0,0.0,0.0,0.0,5.0,1
"תמ""י","['תמ""י']",16.0,0.0,0.0,0.0,16.0,1
"תמ""ל","['תמ""ל']",7.0,0.0,0.0,0.0,7.0,1
"תמ""מ","['תמ""מ']",4.0,0.0,0.0,0.0,4.0,1
"תמ""ס","['התמ""ס', 'תמ""ס']",2.0,11.0,0.0,0.0,13.0,2
"תמ""ק","['תמ""ק']",5.0,0.0,0.0,0.0,5.0,1
"תמ""ת","['התמ""ת']",15.0,0.0,0.0,0.0,15.0,1
"תמי""ד","['מתמי""ד']",4.0,0.0,0.0,0.0,4.0,1
"תנ""ד","['תנ""ד']",4.0,0.0,0.0,0.0,4.0,1
"תנ""ה","['תנ""ה']",4.0,0.0,0.0,0.0,4.0,1
"תנ""ח","['תנ""ח']",4.0,0.0,0.0,0.0,4.0,1
"תנ""ך","['לתנ""ך', 'שבתנ""ך', 'והתנ""ך', 'שהתנ""ך', 'ותנ""ך', 'מהתנ""ך', 'תנ""ך', 'ובתנ""ך', 'כתנ""ך', 'בתנ""ך', 'התנ""ך']",2969.0,1.0,0.0,0.0,2970.0,11
"תנ""כי","['תנ""כי', 'התנ""כי']",123.0,0.0,0.0,0.0,123.0,2
"תנ""כיות","['תנ""כיות']",16.0,1.0,0.0,0.0,17.0,1
"תנ""כיים","['תנ""כיים', 'התנ""כיים']",44.0,0.0,0.0,0.0,44.0,2
"תנ""כית","['תנ""כית', 'התנ""כית']",49.0,2.0,0.0,0.0,51.0,2
"תנכ""י","['תנכ""י', 'התנכ""י']",28.0,0.0,0.0,0.0,28.0,2
"תע""א","['התע""א']",4.0,0.0,0.0,0.0,4.0,1
"תע""ל","['תע""ל', 'ותע""ל']",65.0,16.0,0.0,0.0,81.0,2
"תע""ש","['התע""ש', 'תע""ש']",56.0,0.0,0.0,0.0,56.0,2
"תפ""ד","['תפ""ד']",4.0,0.0,0.0,0.0,4.0,1
"תפ""ז","['תפ""ז']",6.0,0.0,0.0,0.0,6.0,1
"תפ""ש","['מתפ""ש']",1.0,5.0,0.0,0.0,6.0,1
"תפו""א","['תפו""א']",4.0,0.0,0.0,0.0,4.0,1
"תצ""א","['תצ""א']",4.0,0.0,0.0,0.0,4.0,1
"תצ""ד","['תצ""ד']",4.0,0.0,0.0,0.0,4.0,1
"תצ""ו","['תצ""ו']",5.0,0.0,0.0,0.0,5.0,1
"תצ""ט","['תצ""ט']",5.0,0.0,0.0,0.0,5.0,1
"תק""א","['תק""א']",6.0,0.0,0.0,0.0,6.0,1
"תק""ב","['תק""ב']",4.0,0.0,0.0,0.0,4.0,1
"תק""ג","['תק""ג']",6.0,0.0,0.0,0.0,6.0,1
"תק""ד","['תק""ד']",8.0,0.0,0.0,0.0,8.0,1
"תק""ה","['תק""ה']",5.0,0.0,0.0,0.0,5.0,1
"תק""ח","['תק""ח']",4.0,0.0,0.0,0.0,4.0,1
"תק""י","['תק""י']",4.0,0.0,0.0,0.0,4.0,1
"תק""ם","['תק""ם', 'התק""ם', 'לתק""ם']",52.0,0.0,0.0,0.0,52.0,3
"תק""מ","['תק""מ', 'התק""מ']",9.0,0.0,0.0,0.0,9.0,2
"תק""ן","['תק""ן']",4.0,0.0,0.0,0.0,4.0,1
"תק""ס","['תק""ס']",6.0,0.0,0.0,0.0,6.0,1
"תק""ע","['תק""ע']",12.0,0.0,0.0,0.0,12.0,1
"תק""פ","['תק""פ']",4.0,0.0,0.0,0.0,4.0,1
"תק""ץ","['תק""ץ']",4.0,0.0,0.0,0.0,4.0,1
"תקט""ו","['תקט""ו']",7.0,0.0,0.0,0.0,7.0,1
"תקט""ז","['תקט""ז']",4.0,0.0,0.0,0.0,4.0,1
"תקי""ג","['תקי""ג']",4.0,0.0,0.0,0.0,4.0,1
"תקכ""א","['תקכ""א']",6.0,0.0,0.0,0.0,6.0,1
"תקכ""ג","['תקכ""ג']",4.0,0.0,0.0,0.0,4.0,1
"תקכ""ד","['תקכ""ד']",4.0,0.0,0.0,0.0,4.0,1
"תקכ""ז","['תקכ""ז']",4.0,0.0,0.0,0.0,4.0,1
"תקל""א","['תקל""א']",5.0,0.0,0.0,0.0,5.0,1
"תקל""ב","['תקל""ב']",8.0,0.0,0.0,0.0,8.0,1
"תקל""ג","['תקל""ג']",7.0,0.0,0.0,0.0,7.0,1
"תקל""ד","['תקל""ד']",6.0,0.0,0.0,0.0,6.0,1
"תקל""ו","['תקל""ו']",4.0,0.0,0.0,0.0,4.0,1
"תקל""ז","['תקל""ז']",6.0,0.0,0.0,0.0,6.0,1
"תקל""ח","['תקל""ח']",5.0,0.0,0.0,0.0,5.0,1
"תקמ""א","['תקמ""א']",5.0,0.0,0.0,0.0,5.0,1
"תקמ""ב","['תקמ""ב']",9.0,0.0,0.0,0.0,9.0,1
"תקמ""ו","['תקמ""ו']",8.0,0.0,0.0,0.0,8.0,1
